,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,total_vaccinations_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
24710,ISR,Asia,Israel,2020-05-19,16592.0,22.0,20.286,280.0,2.0,2.429,1916.922,2.542,2.344,32.349,0.231,0.281,0.67,,,,,,,,,7142.0,520609.0,60.147,0.825,6193.0,0.715,0.003,305.3,tests performed,,,77.78,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24711,ISR,Asia,Israel,2020-05-20,16607.0,15.0,16.857,281.0,1.0,2.143,1918.655,1.733,1.948,32.465,0.116,0.248,0.72,,,,,,,,,5968.0,526577.0,60.837,0.69,5864.0,0.677,0.003,347.9,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24712,ISR,Asia,Israel,2020-05-21,16624.0,17.0,16.143,281.0,0.0,1.857,1920.619,1.964,1.865,32.465,0.0,0.215,0.78,,,,,,,,,6164.0,532741.0,61.549,0.712,5542.0,0.64,0.003,343.3,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24713,ISR,Asia,Israel,2020-05-22,16643.0,19.0,17.143,281.0,0.0,1.857,1922.815,2.195,1.981,32.465,0.0,0.215,0.85,,,,,,,,,4995.0,537736.0,62.126,0.577,5442.0,0.629,0.003,317.4,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24714,ISR,Asia,Israel,2020-05-23,16648.0,5.0,17.143,281.0,0.0,1.429,1923.392,0.578,1.981,32.465,0.0,0.165,0.93,,,,,,,,,718.0,538454.0,62.209,0.083,5330.0,0.616,0.003,310.9,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24715,ISR,Asia,Israel,2020-05-24,16661.0,13.0,16.857,282.0,1.0,1.0,1924.894,1.502,1.948,32.58,0.116,0.116,1.04,,,,,,,,,3808.0,542262.0,62.649,0.44,5212.0,0.602,0.003,309.2,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24716,ISR,Asia,Israel,2020-05-25,16683.0,22.0,16.143,284.0,2.0,0.857,1927.436,2.542,1.865,32.811,0.231,0.099,1.18,,,,,,,,,5333.0,547595.0,63.265,0.616,4875.0,0.563,0.003,302.0,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24717,ISR,Asia,Israel,2020-05-26,16733.0,50.0,20.143,284.0,0.0,0.571,1933.212,5.777,2.327,32.811,0.0,0.066,1.32,,,,,,,,,6819.0,554414.0,64.053,0.788,4829.0,0.558,0.004,239.7,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24718,ISR,Asia,Israel,2020-05-27,16773.0,40.0,23.714,286.0,2.0,0.714,1937.834,4.621,2.74,33.042,0.231,0.083,1.43,,,,,,,,,6728.0,561142.0,64.83,0.777,4938.0,0.571,0.005,208.2,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24719,ISR,Asia,Israel,2020-05-28,16850.0,77.0,32.286,287.0,1.0,0.857,1946.73,8.896,3.73,33.158,0.116,0.099,1.53,,,,,,,,,5352.0,566494.0,65.449,0.618,4822.0,0.557,0.007,149.4,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24720,ISR,Asia,Israel,2020-05-29,16963.0,113.0,45.714,287.0,0.0,0.857,1959.785,13.055,5.282,33.158,0.0,0.099,1.59,,,,,,,,,1863.0,568357.0,65.664,0.215,4374.0,0.505,0.01,95.7,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24721,ISR,Asia,Israel,2020-05-30,16992.0,29.0,49.143,287.0,0.0,0.857,1963.136,3.35,5.678,33.158,0.0,0.099,1.58,,,,,,,,,1059.0,569416.0,65.786,0.122,4423.0,0.511,0.011,90.0,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24722,ISR,Asia,Israel,2020-05-31,17079.0,87.0,59.714,287.0,0.0,0.714,1973.187,10.051,6.899,33.158,0.0,0.083,1.61,,,,,,,,,5640.0,575056.0,66.438,0.652,4685.0,0.541,0.013,78.5,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24723,ISR,Asia,Israel,2020-06-01,17179.0,100.0,70.857,290.0,3.0,0.857,1984.74,11.553,8.186,33.505,0.347,0.099,1.63,,,,,,,,,8155.0,583211.0,67.38,0.942,5088.0,0.588,0.014,71.8,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24724,ISR,Asia,Israel,2020-06-02,17300.0,121.0,81.0,292.0,2.0,1.143,1998.72,13.979,9.358,33.736,0.231,0.132,1.64,,,,,,,,,11757.0,594968.0,68.738,1.358,5793.0,0.669,0.014,71.5,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24725,ISR,Asia,Israel,2020-06-03,17397.0,97.0,89.143,293.0,1.0,1.0,2009.926,11.207,10.299,33.851,0.116,0.116,1.62,,,,,,,,,13209.0,608177.0,70.264,1.526,6719.0,0.776,0.013,75.4,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24726,ISR,Asia,Israel,2020-06-04,17539.0,142.0,98.429,293.0,0.0,0.857,2026.332,16.406,11.372,33.851,0.0,0.099,1.61,,,,,,,,,14899.0,623076.0,71.986,1.721,8083.0,0.934,0.012,82.1,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24727,ISR,Asia,Israel,2020-06-05,17666.0,127.0,100.429,294.0,1.0,1.0,2041.005,14.673,11.603,33.967,0.116,0.116,1.58,,,,,,,,,16474.0,639550.0,73.889,1.903,10170.0,1.175,0.01,101.3,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24728,ISR,Asia,Israel,2020-06-06,17744.0,78.0,107.429,298.0,4.0,1.571,2050.016,9.012,12.412,34.429,0.462,0.182,1.56,,,,,,,,,11537.0,651087.0,75.222,1.333,11667.0,1.348,0.009,108.6,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24729,ISR,Asia,Israel,2020-06-07,17884.0,140.0,115.0,300.0,2.0,1.857,2066.191,16.175,13.286,34.66,0.231,0.215,1.57,,,,,,,,,15098.0,666185.0,76.966,1.744,13018.0,1.504,0.009,113.2,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24730,ISR,Asia,Israel,2020-06-08,18063.0,179.0,126.286,300.0,0.0,1.429,2086.871,20.68,14.59,34.66,0.0,0.165,1.57,,,,,,,,,14644.0,680829.0,78.658,1.692,13945.0,1.611,0.009,110.4,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24731,ISR,Asia,Israel,2020-06-09,18236.0,173.0,133.714,301.0,1.0,1.286,2106.858,19.987,15.448,34.775,0.116,0.149,1.56,,,,,,,,,15064.0,695893.0,80.399,1.74,14418.0,1.666,0.009,107.8,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24732,ISR,Asia,Israel,2020-06-10,18476.0,240.0,154.143,302.0,1.0,1.286,2134.586,27.728,17.809,34.891,0.116,0.149,1.55,,,,,,,,,18484.0,714377.0,82.534,2.136,15171.0,1.753,0.01,98.4,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24733,ISR,Asia,Israel,2020-06-11,18667.0,191.0,161.143,302.0,0.0,1.286,2156.653,22.067,18.617,34.891,0.0,0.149,1.51,,,,,,,,,15809.0,730186.0,84.361,1.826,15301.0,1.768,0.011,95.0,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24734,ISR,Asia,Israel,2020-06-12,18851.0,184.0,169.286,302.0,0.0,1.143,2177.911,21.258,19.558,34.891,0.0,0.132,1.48,,,,,,,,,13132.0,743318.0,85.878,1.517,14824.0,1.713,0.011,87.6,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24735,ISR,Asia,Israel,2020-06-13,19000.0,149.0,179.429,303.0,1.0,0.714,2195.126,17.214,20.73,35.006,0.116,0.083,1.45,,,,,,,,,6987.0,750305.0,86.685,0.807,14174.0,1.638,0.013,79.0,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24736,ISR,Asia,Israel,2020-06-14,19136.0,136.0,178.857,305.0,2.0,0.714,2210.838,15.712,20.664,35.238,0.231,0.083,1.44,,,,,,,,,8840.0,759145.0,87.706,1.021,13280.0,1.534,0.013,74.2,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24737,ISR,Asia,Israel,2020-06-15,19334.0,198.0,181.571,305.0,0.0,0.714,2233.714,22.876,20.977,35.238,0.0,0.083,1.45,,,,,,,,,14436.0,773581.0,89.374,1.668,13250.0,1.531,0.014,73.0,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24738,ISR,Asia,Israel,2020-06-16,19634.0,300.0,199.714,306.0,1.0,0.714,2268.374,34.66,23.074,35.353,0.116,0.083,1.47,,,,,,,,,16239.0,789820.0,91.25,1.876,13418.0,1.55,0.015,67.2,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24739,ISR,Asia,Israel,2020-06-17,19905.0,271.0,204.143,306.0,0.0,0.571,2299.683,31.309,23.585,35.353,0.0,0.066,1.47,,,,,,,,,16024.0,805844.0,93.102,1.851,13067.0,1.51,0.016,64.0,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24740,ISR,Asia,Israel,2020-06-18,20207.0,302.0,220.0,306.0,0.0,0.571,2334.574,34.891,25.417,35.353,0.0,0.066,1.47,,,,,,,,,17392.0,823236.0,95.111,2.009,13293.0,1.536,0.017,60.4,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24741,ISR,Asia,Israel,2020-06-19,20517.0,310.0,238.0,307.0,1.0,0.714,2370.389,35.815,27.497,35.469,0.116,0.083,1.46,,,,,,,,,12787.0,836023.0,96.588,1.477,13244.0,1.53,0.018,55.6,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24742,ISR,Asia,Israel,2020-06-20,20676.0,159.0,239.429,308.0,1.0,0.714,2388.759,18.37,27.662,35.584,0.116,0.083,1.44,,,,,,,,,6010.0,842033.0,97.283,0.694,13104.0,1.514,0.018,54.7,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24743,ISR,Asia,Israel,2020-06-21,20849.0,173.0,244.714,308.0,0.0,0.429,2408.746,19.987,28.273,35.584,0.0,0.05,1.46,,,,,,,,,9152.0,851185.0,98.34,1.057,13149.0,1.519,0.019,53.7,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24744,ISR,Asia,Israel,2020-06-22,21194.0,345.0,265.714,309.0,1.0,0.571,2448.605,39.859,30.699,35.7,0.116,0.066,1.5,,,,,,,,,14009.0,865194.0,99.958,1.619,13088.0,1.512,0.02,49.3,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24745,ISR,Asia,Israel,2020-06-23,21645.0,451.0,287.286,311.0,2.0,0.714,2500.71,52.105,33.191,35.931,0.231,0.083,1.54,,,,,,,,,19847.0,885041.0,102.251,2.293,13603.0,1.572,0.021,47.4,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24746,ISR,Asia,Israel,2020-06-24,22132.0,487.0,318.143,314.0,3.0,1.143,2556.975,56.265,36.756,36.277,0.347,0.132,1.56,,,,,,,,,18393.0,903434.0,104.376,2.125,13941.0,1.611,0.023,43.8,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24747,ISR,Asia,Israel,2020-06-25,22648.0,516.0,348.714,318.0,4.0,1.714,2616.59,59.615,40.288,36.739,0.462,0.198,1.56,,,,,,,,,18666.0,922100.0,106.533,2.157,14123.0,1.632,0.025,40.5,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24748,ISR,Asia,Israel,2020-06-26,23112.0,464.0,370.714,321.0,3.0,2.0,2670.197,53.607,42.83,37.086,0.347,0.231,1.55,,,,,,,,,16531.0,938631.0,108.443,1.91,14658.0,1.693,0.025,39.5,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24749,ISR,Asia,Israel,2020-06-27,23510.0,398.0,404.857,324.0,3.0,2.286,2716.179,45.982,46.774,37.433,0.347,0.264,1.55,,,,,,,,,10489.0,949120.0,109.655,1.212,15298.0,1.767,0.026,37.8,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24750,ISR,Asia,Israel,2020-06-28,23895.0,385.0,435.143,326.0,2.0,2.571,2760.659,44.48,50.273,37.664,0.231,0.297,1.57,,,,,,,,,10389.0,959509.0,110.855,1.2,15475.0,1.788,0.028,35.6,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24751,ISR,Asia,Israel,2020-06-29,24652.0,757.0,494.0,326.0,0.0,2.429,2848.118,87.458,57.073,37.664,0.0,0.281,1.61,,,,,,,,,21017.0,980526.0,113.283,2.428,16476.0,1.904,0.03,33.4,tests performed,,,75.0,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24752,ISR,Asia,Israel,2020-06-30,25438.0,786.0,541.857,327.0,1.0,2.286,2938.927,90.809,62.602,37.779,0.116,0.264,1.63,,,,,,,,,20840.0,1001366.0,115.691,2.408,16618.0,1.92,0.033,30.7,tests performed,,,69.44,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24753,ISR,Asia,Israel,2020-07-01,26410.0,972.0,611.143,330.0,3.0,2.286,3051.225,112.298,70.607,38.126,0.347,0.264,1.63,,,,,,,,,21460.0,1022826.0,118.17,2.479,17056.0,1.971,0.036,27.9,tests performed,,,69.44,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24754,ISR,Asia,Israel,2020-07-02,27556.0,1146.0,701.143,331.0,1.0,1.857,3183.625,132.401,81.005,38.241,0.116,0.215,1.61,,,,,,,,,25041.0,1047867.0,121.063,2.893,17967.0,2.076,0.039,25.6,tests performed,,,69.44,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24755,ISR,Asia,Israel,2020-07-03,28495.0,939.0,769.0,334.0,3.0,1.857,3292.111,108.485,88.845,38.588,0.347,0.215,1.57,,,,,,,,,20951.0,1068818.0,123.484,2.421,18598.0,2.149,0.041,24.2,tests performed,,,69.44,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24756,ISR,Asia,Israel,2020-07-04,29316.0,821.0,829.429,339.0,5.0,2.143,3386.963,94.853,95.826,39.166,0.578,0.248,1.54,,,,,,,,,17308.0,1086126.0,125.483,2.0,19572.0,2.261,0.042,23.6,tests performed,,,69.44,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24757,ISR,Asia,Israel,2020-07-05,30147.0,831.0,893.143,341.0,2.0,2.143,3482.971,96.008,103.187,39.397,0.231,0.248,1.52,,,,,,,,,21112.0,1107238.0,127.922,2.439,21104.0,2.438,0.042,23.6,tests performed,,,69.44,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24758,ISR,Asia,Israel,2020-07-06,31281.0,1134.0,947.0,349.0,8.0,3.286,3613.986,131.014,109.41,40.321,0.924,0.38,1.51,,,,,,,,,25601.0,1132839.0,130.88,2.958,21759.0,2.514,0.044,23.0,tests performed,,,75.93,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24759,ISR,Asia,Israel,2020-07-07,32671.0,1390.0,1033.286,354.0,5.0,3.857,3774.576,160.591,119.379,40.899,0.578,0.446,1.5,,,,,,,,,28634.0,1161473.0,134.188,3.308,22872.0,2.642,0.045,22.1,tests performed,,,75.93,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24760,ISR,Asia,Israel,2020-07-08,33998.0,1327.0,1084.0,359.0,5.0,4.143,3927.889,153.312,125.238,41.476,0.578,0.479,1.47,,,,,,,,,29420.0,1190893.0,137.587,3.399,24010.0,2.774,0.045,22.1,tests performed,,,75.93,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24761,ISR,Asia,Israel,2020-07-09,35523.0,1525.0,1138.143,364.0,5.0,4.714,4104.076,176.188,131.493,42.054,0.578,0.545,1.45,,,,,,,,,29988.0,1220881.0,141.052,3.465,24716.0,2.856,0.046,21.7,tests performed,,,75.93,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24762,ISR,Asia,Israel,2020-07-10,36932.0,1409.0,1205.286,368.0,4.0,4.857,4266.862,162.786,139.25,42.516,0.462,0.561,1.41,,,,,,,,,25829.0,1246710.0,144.036,2.984,25413.0,2.936,0.047,21.1,tests performed,,,75.93,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24763,ISR,Asia,Israel,2020-07-11,38100.0,1168.0,1254.857,373.0,5.0,4.857,4401.805,134.942,144.977,43.094,0.578,0.561,1.38,,,,,,,,,20468.0,1267178.0,146.401,2.365,25865.0,2.988,0.049,20.6,tests performed,,,75.93,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24764,ISR,Asia,Israel,2020-07-12,39338.0,1238.0,1313.0,380.0,7.0,5.571,4544.834,143.03,151.695,43.903,0.809,0.644,1.36,,,,,,,,,21762.0,1288940.0,148.915,2.514,25957.0,2.999,0.051,19.8,tests performed,,,75.93,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24765,ISR,Asia,Israel,2020-07-13,41058.0,1720.0,1396.714,384.0,4.0,5.0,4743.551,198.717,161.366,44.365,0.462,0.578,1.35,,,,,,,,,29247.0,1318187.0,152.294,3.379,26478.0,3.059,0.053,19.0,tests performed,,,68.52,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24766,ISR,Asia,Israel,2020-07-14,42662.0,1604.0,1427.286,391.0,7.0,5.286,4928.866,185.315,164.898,45.173,0.809,0.611,1.33,,,,,,,,,31750.0,1349937.0,155.962,3.668,26923.0,3.11,0.053,18.9,tests performed,,,68.52,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24767,ISR,Asia,Israel,2020-07-15,44539.0,1877.0,1505.857,397.0,6.0,5.429,5145.721,216.855,173.976,45.867,0.693,0.627,1.3,,,,,,,,,30692.0,1380629.0,159.508,3.546,27105.0,3.132,0.056,18.0,tests performed,,,68.52,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24768,ISR,Asia,Israel,2020-07-16,46478.0,1939.0,1565.0,406.0,9.0,6.0,5369.739,224.018,180.809,46.906,1.04,0.693,1.27,,,,,,,,,31078.0,1411707.0,163.099,3.591,27261.0,3.15,0.057,17.4,tests performed,,,68.52,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24769,ISR,Asia,Israel,2020-07-17,48083.0,1605.0,1593.0,418.0,12.0,7.143,5555.17,185.43,184.044,48.293,1.386,0.825,1.24,,,,,,,,,25732.0,1437439.0,166.072,2.973,27247.0,3.148,0.058,17.1,tests performed,,,68.52,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24770,ISR,Asia,Israel,2020-07-18,49531.0,1448.0,1633.0,426.0,8.0,7.571,5722.461,167.292,188.665,49.217,0.924,0.875,1.21,,,,,,,,,20457.0,1457896.0,168.435,2.363,27245.0,3.148,0.06,16.7,tests performed,,,54.63,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24771,ISR,Asia,Israel,2020-07-19,50547.0,1016.0,1601.286,436.0,10.0,8.0,5839.843,117.381,185.001,50.372,1.155,0.924,1.18,,,,,,,,,19846.0,1477742.0,170.728,2.293,26972.0,3.116,0.059,16.8,tests performed,,,54.63,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24772,ISR,Asia,Israel,2020-07-20,52434.0,1887.0,1625.143,448.0,12.0,9.143,6057.854,218.011,187.758,51.759,1.386,1.056,1.18,,,,,,,,,27608.0,1505350.0,173.917,3.19,26738.0,3.089,0.061,16.5,tests performed,,,54.63,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24773,ISR,Asia,Israel,2020-07-21,54440.0,2006.0,1682.571,457.0,9.0,9.429,6289.613,231.759,194.392,52.799,1.04,1.089,1.17,,,,,,,,,30177.0,1535527.0,177.404,3.486,26513.0,3.063,0.063,15.8,tests performed,,,54.63,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24774,ISR,Asia,Israel,2020-07-22,56484.0,2044.0,1706.429,463.0,6.0,9.429,6525.762,236.149,197.149,53.492,0.693,1.089,1.15,,,,,,,,,28807.0,1564334.0,180.732,3.328,26244.0,3.032,0.065,15.4,tests performed,,,54.63,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24775,ISR,Asia,Israel,2020-07-23,58474.0,1990.0,1713.714,479.0,16.0,10.429,6755.672,229.911,197.99,55.34,1.849,1.205,1.13,,,,,,,,,32536.0,1596870.0,184.491,3.759,26452.0,3.056,0.065,15.4,tests performed,,,54.63,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24776,ISR,Asia,Israel,2020-07-24,60304.0,1830.0,1745.857,487.0,8.0,9.857,6967.098,211.425,201.704,56.265,0.924,1.139,1.1,,,,,,,,,24400.0,1621270.0,187.31,2.819,26262.0,3.034,0.066,15.0,tests performed,,,54.63,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24777,ISR,Asia,Israel,2020-07-25,61416.0,1112.0,1697.857,494.0,7.0,9.714,7095.57,128.473,196.158,57.073,0.809,1.122,1.07,,,,,,,,,15486.0,1636756.0,189.099,1.789,25551.0,2.952,0.066,15.0,tests performed,,,54.63,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24778,ISR,Asia,Israel,2020-07-26,62458.0,1042.0,1701.571,505.0,11.0,9.857,7215.956,120.385,196.588,58.344,1.271,1.139,1.05,,,,,,,,,12204.0,1648960.0,190.509,1.41,24460.0,2.826,0.07,14.4,tests performed,,,54.63,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24779,ISR,Asia,Israel,2020-07-27,64506.0,2048.0,1724.571,512.0,7.0,9.143,7452.567,236.611,199.245,59.153,0.809,1.056,1.06,,,,,,,,,28245.0,1677205.0,193.772,3.263,24551.0,2.836,0.07,14.2,tests performed,,,52.78,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
24780,ISR,Asia,Israel,2020-07-28,66631.0,2125.0,1741.571,520.0,8.0,9.0,7698.075,245.507,201.209,60.077,0.924,1.04,1.05,,,,,,,,,26639.0,1703844.0,196.85,3.078,24045.0,2.778,0.072,13.8,tests performed,,,52.78,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.903
